lon,lat,sst,type
-53.2946,-39.9494,292.75,train
-50.2659,-46.329,282.97,train
-55.0871,-47.1972,282.19,train
-50.5666,-45.8436,282.36,train
-57.1114,-38.5588,284.52,train
-50.8383,-41.9041,282.64,train
-54.7375,-46.8115,282.47,train
-53.5797,-44.4584,281,train
-58.4942,-48.9295,279.75,train
-55.522,-40.0549,279.85,train
-56.7301,-46.8211,280.57,train
-51.8706,-35.1179,292.02,train
-54.6751,-39.2278,282.5,train
-48.7047,-35.1751,292.3,train
-56.6621,-41.1691,279.85,train
-51.6515,-37.4301,291.86,train
-58.6007,-42.6754,280.38,train
-56.0857,-40.8358,280.23,train
-50.1516,-42.327,287.47,train
-56.2179,-48.3193,278.6,train
-53.6032,-45.6718,282.01,train
-52.5319,-47.0525,280.95,train
-51.9936,-36.251,292.89,train
-52.8992,-37.5707,291.54,train
-59.3764,-46.1645,278.77,train
-54.7598,-39.301,279.97,train
-49.7635,-37.4422,289.57,train
-58.0464,-44.5195,281.01,train
-53.6779,-37.9277,292.19,train
-50.6306,-37.0097,292.23,train
-54.9665,-45.3116,280.39,train
-56.5962,-48.4466,278.66,train
-54.9579,-47.5859,278.73,train
-53.8817,-47.2921,285.2,train
-51.8714,-36.1869,293.1,train
-52.7458,-48.1818,284.78,train
-54.2383,-38.9955,291.14,train
-53.6706,-36.2986,289.78,train
-54.9865,-49.9124,278.63,train
-53.5222,-37.3611,292.03,train
-50.8522,-37.6536,289.45,train
-49.4948,-37.8139,291.66,train
-58.167,-46.9226,278.57,train
-50.846,-36.5899,292.03,train
-58.1988,-41.3706,281.88,train
-56.3208,-42.8342,280.94,train
-59.3306,-42.7025,281.76,train
-57.4818,-42.5441,279.6,train
-54.7776,-37.5028,289.47,train
-51.9108,-46.9348,280.82,train
-55.9444,-38.4358,283.42,train
-53.2339,-49.3286,277.97,train
-59.848,-48.7364,279.2,train
-58.2209,-45.7368,280.48,train
-53.2414,-45.0529,281.42,train
-55.5999,-44.1976,284.76,train
-56.2255,-38.363,283.98,train
-50.442,-37.1575,292.27,train
-55.784,-38.3195,283.28,train
-48.8365,-44.2374,282.73,train
-51.6403,-49.432,277.75,train
-57.546,-41.9989,279.92,train
-54.0485,-49.8522,278.55,train
-55.9384,-40.665,279.85,train
-58.07,-48.9408,278.27,train
-58.6908,-49.0165,279.26,train
-58.395,-42.4232,280.22,train
-51.0279,-43.0184,284.85,train
-58.0985,-42.8967,279.23,train
-54.9399,-45.4025,280.57,train
-56.2236,-42.9884,282.54,train
-55.4379,-46.3084,279.51,train
-53.4236,-37.0586,292.04,train
-59.5422,-41.3762,283.47,train
-56.9919,-47.7932,278.25,train
-55.546,-49.1435,278.73,train
-53.3186,-39.0017,291.79,train
-57.4343,-41.0031,281.83,train
-56.3931,-41.881,279.61,train
-59.0714,-48.0644,278.54,train
-50.9993,-36.4456,291.83,train
-53.8901,-49.1009,277.7,train
-57.856,-45.8973,280.44,train
-55.5282,-48.2429,278.67,train
-56.0764,-49.3019,278.6,train
-56.6797,-43.769,281,train
-51.556,-36.0807,291.25,train
-53.5827,-39.2574,291.01,train
-51.9005,-40.0356,291.16,train
-52.0113,-38.3707,290.07,train
-54.4259,-46.1568,281.88,train
-49.8427,-36.1913,288.72,train
-59.1257,-47.7605,278.5,train
-53.0005,-48.9439,277.75,train
-56.4524,-48.9088,278.35,train
-58.0035,-49.4667,279.69,train
-55.4402,-46.2157,279.75,train
-53.5311,-49.1223,278.11,train
-48.1769,-45.0637,282.82,train
-54.7685,-48.9763,278.1,train
-50.1799,-35.5451,293.19,train
-55.075,-41.5092,281.13,train
-59.6056,-41.3173,283.13,train
-54.3231,-49.6482,278.54,train
-55.2245,-41.4843,281.04,train
-56.3452,-38.734,283.78,train
-54.6868,-48.6257,277.88,train
-58.2114,-46.9101,278.57,train
-51.5965,-36.5735,292.16,train
-55.6891,-49.9632,278.57,train
-56.99,-45.2519,281.44,train
-54.7871,-39.9914,280.45,train
-56.4952,-37.8951,285.44,train
-56.3346,-38.6191,283.82,train
-53.2376,-46.8524,281.66,train
-58.0635,-47.0147,278.83,train
-57.4274,-43.9341,281.04,train
-59.6959,-47.5766,278.08,train
-53.745,-39.0418,290.54,train
-57.6225,-46.7312,280.32,train
-55.3799,-37.7746,283.58,train
-54.8625,-48.8887,278.47,train
-54.9266,-49.0039,278.19,train
-56.6303,-47.9927,278.73,train
-59.1177,-45.606,278.63,train
-54.1498,-45.7177,282.38,train
-59.5451,-40.0849,284.35,train
-58.0043,-43.8731,281.2,train
-55.6455,-47.5917,278.69,train
-51.6711,-36.6706,292.07,train
-57.3322,-48.7178,279.22,train
-59.2153,-49.1623,279.38,train
-58.0414,-42.0519,280.41,train
-51.6334,-43.8889,281.77,train
-52.9856,-48.6298,279.6,train
-56.7055,-43.2609,281.1,train
-50.4969,-46.6259,282.51,train
-55.4771,-44.4525,283.98,train
-58.6047,-49.6774,279.58,train
-49.8312,-46.6827,282.13,train
-52.009,-41.7774,284.64,train
-50.5703,-36.728,291.07,train
-48.9608,-36.1443,291.19,train
-54.0744,-46.9761,284.2,train
-57.4825,-39.0806,284.41,train
-54.3114,-48.1681,278.64,train
-58.01,-48.925,279.41,train
-54.6952,-42.0949,286.79,train
-52.457,-38.6695,292.1,train
-53.9247,-40.5955,290.55,train
-55.7671,-48.2154,278.36,train
-49.881,-35.0164,292.76,train
-56.8519,-42.8405,281.1,train
-55.2902,-39.5576,280.39,train
-48.8147,-36.8413,289.13,train
-48.9882,-43.3869,283.32,train
-48.2482,-36.0608,290.83,train
-57.69,-48.1219,278.35,train
-55.8286,-38.1149,283.63,train
-55.8472,-47.2055,278.91,train
-58.0043,-46.205,279.94,train
-54.0102,-37.6622,287.6,train
-50.1729,-46.277,282.54,train
-53.9793,-48.0748,281.89,train
-51.2456,-36.8068,291.13,train
-54.0225,-46.3994,281.44,train
-53.5865,-45.9347,282.07,train
-57.9106,-48.346,278.41,train
-56.7085,-49.9067,279.33,train
-52.4681,-49.013,278.29,train
-55.9226,-42.7483,280.88,train
-58.1023,-44.7914,280.54,train
-57.3046,-45.1831,280.8,train
-55.535,-48.6152,278.44,train
-48.9741,-46.0603,282.82,train
-57.5678,-45.1651,280.48,train
-53.9321,-47.8215,282.75,train
-55.7084,-49.3641,278.5,train
-55.2588,-45.0333,281.32,train
-53.2532,-35.2995,290.07,train
-53.6773,-49.2433,277.69,train
-59.8663,-42.1453,282.6,train
-59.8003,-48.1942,279.25,train
-54.6836,-37.3957,287.22,train
-51.4911,-35.906,292.13,train
-57.8444,-38.8059,284.95,train
-50.9449,-36.9933,291.75,train
-54.5607,-47.7819,280.16,train
-55.4126,-47.9717,277.91,train
-58.9929,-49.2066,279.04,train
-54.8931,-45.0499,280.26,train
-52.0572,-47.4768,281.55,train
-58.1005,-48.2288,278.5,train
-59.6658,-49.1297,279.22,train
-53.9969,-38.2189,288.47,train
-55.8729,-49.9067,278.55,train
-55.8979,-41.9153,283.47,train
-57.981,-46.034,280.76,train
-56.3032,-49.9421,278.38,train
-56.8759,-39.7791,282.73,train
-59.7256,-46.0445,278.91,train
-48.2929,-35.8197,292.38,train
-55.0757,-38.2581,285.98,train
-53.1466,-45.0798,281.91,train
-58.0172,-49.3919,279.52,train
-57.6049,-48.5596,278.22,train
-58.7709,-47.5024,278.32,train
-55.4481,-40.6486,279.8,train
-51.227,-38.5291,289.72,train
-57.7177,-44.1991,280.79,train
-51.4687,-37.8751,289.52,train
-53.7261,-45.5881,281.52,train
-54.1739,-37.0482,288.44,train
-56.1566,-47.3605,278.75,train
-53.63,-44.566,282.07,train
-53.3551,-38.9218,291.78,train
-49.456,-35.912,292.72,train
-54.7226,-39.2267,282.33,train
-59.8834,-49.6216,279.89,train
-49.0181,-35.8544,292.6,train
-48.1875,-36.8865,291.42,train
-53.469,-49.9298,278.32,train
-50.3918,-45.7113,282.35,train
-55.6854,-46.8246,279.3,train
-58.1676,-41.7324,281.7,train
-59.1522,-42.9394,279.76,train
-54.061,-44.891,282.13,train
-52.3863,-38.8135,290,train
-54.4342,-48.7242,278.45,train
-48.2612,-35.0249,289.88,train
-51.8595,-36.7045,291.45,train
-52.8903,-46.2859,280.47,train
-56.6673,-48.6244,278.97,train
-55.9327,-38.0448,283.97,train
-57.9351,-49.8304,279.35,train
-55.7081,-45.2271,281.14,train
-52.8236,-49.5616,277.91,train
-48.57,-35.916,293.13,train
-50.639,-36.2371,292.42,train
-57.6581,-49.0094,278.85,train
-52.4516,-43.98,281.76,train
-55.8075,-40.8494,279.54,train
-58.072,-40.6345,282.36,train
-48.9001,-36.216,291.25,train
-59.0138,-48.0396,279.1,train
-56.0192,-48.9794,278.69,train
-58.0849,-49.5388,278.94,train
-57.6313,-38.3466,285.73,train
-56.9425,-41.8481,279.6,train
-54.2949,-36.055,290,train
-56.6395,-48.7361,278.36,train
-50.1092,-46.6023,282.39,train
-56.0568,-49.3813,278.72,train
-57.1282,-42.6454,281.39,train
-51.3781,-39.6357,291.13,train
-58.164,-43.1039,279.25,train
-51.0191,-46.6212,280.89,train
-59.9588,-47.7888,279.23,train
-51.4279,-43.6695,282.82,train
-51.539,-36.7251,292.39,train
-56.7902,-42.6774,279.7,train
-51.3181,-38.5513,289.89,train
-55.6455,-42.721,280.83,train
-58.1698,-46.9718,278.16,train
-56.1233,-42.4218,280.92,train
-52.0833,-37.4876,291.35,train
-55.1756,-49.2501,278.77,train
-56.0837,-40.72,280.38,train
-59.3574,-47.5715,278.79,train
-59.9429,-44.3688,279.98,train
-50.7326,-46.8431,280.58,train
-48.6637,-36.2939,290.89,train
-58.8076,-45.5774,279.6,train
-56.9137,-46.8368,279.88,train
-57.7121,-38.762,285.05,train
-59.4614,-44.9426,279.97,train
-58.1303,-48.7509,279.6,train
-55.6298,-37.9253,283.29,train
-50.9056,-36.4262,291.97,train
-55.6044,-38.359,283.07,train
-53.376,-38.3207,292.32,train
-51.5688,-36.5707,292.42,train
-58.5749,-47.5193,279.13,train
-56.3736,-43.3541,281.7,train
-55.8964,-41.7709,281,train
-57.6405,-42.9239,280.45,train
-58.6515,-43.2681,280.19,train
-57.3656,-46.9164,279.88,train
-57.291,-44.2367,281.69,train
-48.2926,-35.0173,291.27,train
-54.9319,-41.1578,281.6,train
-50.2855,-46.1552,282.52,train
-57.5888,-44.2411,281.04,train
-56.9468,-44.9652,281.52,train
-52.4341,-36.6752,292.75,train
-57.7785,-45.5461,280.69,train
-57.2998,-42.6141,280.98,train
-59.2583,-39.6104,284.57,train
-52.1925,-38.3158,292.47,train
-54.1727,-48.3003,278.44,train
-55.2055,-47.6276,278.91,train
-58.8431,-48.6025,278.88,train
-49.1436,-35.4411,293.23,train
-57.8351,-40.4229,281.94,train
-53.2928,-35.3138,290,train
-58.1736,-49.2634,279.58,train
-59.9548,-41.903,283.7,train
-54.2817,-39.0162,290.94,train
-58.3714,-49.9663,279.42,train
-57.8609,-46.5827,278.69,train
-55.6546,-49.2239,278.5,train
-51.4931,-46.8146,281.28,train
-56.742,-49.4755,278.22,train
-56.7205,-38.6413,284.07,train
-54.6749,-44.5329,281.86,train
-58.9504,-45.6589,279.32,train
-50.4375,-38.2921,288.88,train
-58.3967,-41.3321,282.44,train
-51.8764,-38.6068,289.89,train
-56.2402,-42.0979,283.35,train
-58.6563,-42.9624,280.44,train
-57.9009,-43.5775,281.11,train
-59.7367,-42.2343,282.91,train
-59.3614,-44.956,279.5,train
-51.8838,-37.2806,291.67,train
-49.9849,-35.7884,289.66,train
-57.4517,-48.953,279.22,train
-55.7701,-44.1629,283.95,train
-50.893,-36.5959,292.16,train
-55.3777,-44.1249,286.97,train
-58.9782,-46.8195,278.55,train
-58.1949,-46.4784,278.13,train
-52.7091,-35.4912,290.72,train
-53.2753,-45.5208,281.08,train
-52.6615,-38.5621,291.69,train
-56.8184,-39.3816,283.28,train
-55.3424,-49.3199,278.75,train
-54.9523,-47.5404,279.16,train
-59.4008,-45.1041,279.55,train
-56.102,-38.2975,283.77,train
-55.4808,-42.4256,281.14,train
-50.1462,-36.552,287.94,train
-57.9467,-39.3816,283.82,train
-58.4702,-40.5646,282.28,train
-55.0544,-47.2785,281.64,train
-58.3926,-48.9313,279.22,train
-56.1639,-38.4466,283.69,train
-56.9569,-40.8014,280.66,train
-51.2751,-46.763,280.82,train
-56.7005,-40.6881,279.69,train
-58.3573,-48.7396,278.58,train
-57.8845,-44.327,280.85,train
-58.7523,-48.4798,278.54,train
-52.3424,-48.4869,283.42,train
-57.6791,-45.4545,280.1,train
-55.8868,-41.2342,280.26,train
-59.8141,-45.3244,279.26,train
-57.6137,-46.3761,280.44,train
-54.993,-46.9736,281.94,train
-56.0997,-42.4856,280.51,train
-50.6007,-46.509,281.04,train
-54.0412,-47.6215,283,train
-53.3467,-48.5308,278.63,train
-48.1413,-35.2624,290.44,train
-51.3524,-43.7582,282.41,train
-59.7468,-42.7429,281.79,train
-56.9628,-41.3037,279.8,train
-58.8218,-49.1418,279.7,train
-59.39,-48.824,278.16,train
-52.6901,-35.1294,290.61,train
-57.4137,-45.6172,280.41,train
-56.9752,-45.3237,281.47,train
-57.4124,-44.2008,280.94,train
-53.345,-48.5627,278.6,train
-58.1561,-44.7264,280.85,train
-58.3183,-45.3207,279.41,train
-57.4619,-44.8993,280.88,train
-48.3301,-39.2696,287.57,train
-58.0735,-42.5946,279.66,train
-58.2573,-44.9202,279.83,train
-49.7164,-35.0749,292.72,train
-52.3049,-37.8731,291.91,train
-51.4876,-43.7219,281.79,train
-50.7788,-35.21,292.8,train
-58.3339,-42.3027,280,train
-56.4184,-45.24,281.16,train
-53.023,-48.9029,277.76,train
-54.4416,-47.8225,281.23,train
-57.0586,-48.3879,279.07,train
-51.6874,-37.3377,292.13,train
-57.5087,-49.0835,279.27,train
-57.2178,-38.5762,284.69,train
-53.726,-37.2538,292.52,train
-48.3217,-36.9698,291.98,train
-53.0005,-45.7266,280.64,train
-52.0646,-45.8091,284.44,train
-59.9131,-46.1138,279.63,train
-52.9589,-48.1486,285,train
-52.1041,-38.0392,292.14,train
-53.6541,-47.6996,285.28,train
-55.6158,-38.1467,283.32,train
-53.1166,-46.8714,281.91,train
-52.778,-36.764,292.27,train
-52.8015,-46.7064,284.36,train
-57.8072,-44.8058,281.19,train
-53.7032,-48.5458,278.79,train
-48.498,-44.5089,282.58,train
-56.8214,-47.0713,280.51,train
-57.0011,-44.4116,280.75,train
-58.2971,-44.905,279.85,train
-53.5503,-39.3112,291.25,train
-50.6023,-46.2548,281.95,train
-55.3122,-40.7315,281.26,train
-55.4222,-44.9673,280.57,train
-51.0123,-42.6417,283.13,train
-52.551,-48.0793,284.48,train
-57.4405,-42.3985,279.57,train
-53.114,-49.3662,277.73,train
-57.3582,-44.3161,281.69,train
-58.7781,-43.771,279.7,train
-58.1144,-48.6576,278.63,train
-54.356,-48.5141,277.69,train
-57.135,-48.349,278.88,train
-52.4057,-47.3058,281.63,train
-53.9604,-37.39,288.82,train
-57.1491,-41.3935,280.22,train
-59.0721,-45.9123,279.23,train
-58.1951,-49.2071,279.45,train
-55.9392,-39.3185,282.82,train
-50.1699,-43.1766,287.5,train
-53.6421,-38.8481,290.78,train
-51.2906,-36.9711,290.98,train
-53.5588,-44.7194,281.35,train
-57.0968,-38.2248,285.29,train
-58.0629,-45.176,279.29,train
-58.749,-48.5678,279.85,train
-56.0857,-45.3652,280.57,train
-57.2342,-47.8971,279.17,train
-59.8398,-41.0482,283.22,train
-55.5437,-41.5781,281.33,train
-52.5908,-43.0195,288.85,train
-57.6516,-49.4196,278.76,train
-50.3984,-46.1511,282.41,train
-53.519,-37.919,291.41,train
-55.4076,-44.2521,285.32,train
-58.5647,-49.1589,279.41,train
-51.3457,-43.5708,282.58,train
-57.1901,-46.0724,280.38,train
-56.6372,-48.2511,279.07,train
-53.0578,-37.8985,291.39,train
-57.1987,-42.6326,281.25,train
-56.7858,-40.9422,280.1,train
-53.413,-40.0576,292.1,train
-54.4219,-49.1813,278.07,train
-59.9685,-44.5328,280.1,train
-57.8974,-48.8036,278.38,train
-59.1646,-47.0932,278.79,train
-52.5083,-47.5544,281.77,train
-53.7781,-37.9639,291.16,train
-50.9501,-39.5075,288.82,train
-55.3563,-38.5052,281.55,train
-56.0871,-44.4655,281.17,train
-53.29,-44.581,281.82,train
-53.941,-49.1486,278,train
-53.5161,-46.5534,281.88,train
-58.6573,-47.6324,278.25,train
-51.68,-47.0809,281.11,train
-56.1443,-48.7147,278.79,train
-55.4528,-49.004,278.79,train
-51.1488,-41.6986,283,train
-53.4134,-49.4339,278.02,train
-55.7001,-47.4678,278.69,train
-54.2909,-36.4274,288.16,train
-52.7748,-49.0905,277.85,train
-52.8592,-46.3559,280.26,train
-49.9556,-35.2788,292.54,train
-53.1327,-49.7959,277.97,train
-59.7911,-45.7773,279.41,train
-51.5978,-44.2971,281.38,train
-56.9092,-49.9876,278.72,train
-53.6624,-49.7391,278.16,train
-55.186,-42.1022,280.94,train
-51.4894,-43.5948,282.75,train
-56.1009,-45.0602,281.23,train
-52.1661,-37.744,291.75,train
-57.0183,-42.3885,281.05,train
-54.4778,-46.8662,284.72,train
-59.5125,-43.0053,281.07,train
-59.3957,-45.3336,279.38,train
-57.9516,-41.3086,282.22,train
-54.1213,-49.1067,277.85,train
-54.775,-39.3546,280.32,train
-51.5499,-35.8902,292.44,train
-51.5984,-44.1208,281.78,train
-54.907,-46.3493,282.83,train
-54.283,-48.8659,278.41,train
-50.3568,-46.689,282.91,train
-53.6845,-46.99,281.5,train
-57.6712,-42.6259,279.72,train
-59.39,-46.8677,278.75,train
-59.4387,-47.9898,278.54,train
-51.8363,-48.8862,278.5,train
-59.2104,-49.8947,279.07,train
-53.3422,-48.8114,278.41,train
-48.1362,-49.7134,277.1,train
-57.5178,-43.2534,281.07,train
-58.3898,-48.4173,279.48,train
-55.2589,-41.9002,281.5,train
-54.6248,-49.2834,278.36,train
-58.2992,-49.4073,279.13,train
-55.9911,-41.2893,279.72,train
-50.576,-42.5933,286.8,train
-59.7093,-39.5502,285.1,train
-59.2759,-44.0994,279.55,train
-56.696,-48.3275,278.86,train
-49.473,-35.7697,291.51,train
-57.2099,-48.7333,278.5,train
-56.5572,-46.3437,279.57,train
-55.9408,-49.0139,278.44,train
-54.2961,-44.8365,281.14,train
-57.3655,-44.4283,280.95,train
-57.4108,-41.9875,279.94,train
-51.7819,-38.5542,288.48,train
-54.8971,-38.1568,289.69,train
-54.3217,-47.7146,283.32,train
-59.9199,-45.6574,279.73,train
-57.2857,-46.3585,280.48,train
-56.9393,-44.7162,281.5,train
-56.1579,-48.5007,278.64,train
-50.0386,-46.2595,282.32,train
-54.47,-41.4929,287.22,train
-56.751,-45.3634,279.92,train
-57.669,-45.6613,280.22,train
-53.429,-49.178,277.8,train
-53.927,-48.1782,279.47,train
-49.4668,-36.2568,289.8,train
-53.9879,-39.9061,288.35,train
-52.575,-38.2231,292.04,train
-52.8643,-35.8544,290.14,train
-57.8297,-48.9598,278.85,train
-55.2481,-43.9589,289.05,train
-58.2598,-49.7806,279.32,train
-59.5201,-43.3972,280.44,train
-48.9735,-37.9013,291.02,train
-55.8464,-44.8673,281.16,train
-58.5904,-44.5829,279.6,train
-49.6502,-45.1629,284.63,train
-48.3466,-35.8633,291.5,train
-54.0854,-37.1092,288.13,train
-53.7741,-38.8197,289.48,train
-56.1081,-44.3036,280.85,train
-58.8016,-47.0276,278,train
-53.5694,-37.5219,291.66,train
-54.2644,-36.0816,290.3,test
-54.6779,-44.7598,281.5,test
-59.8178,-39.8661,284.88,test
-50.9334,-35.9781,291.82,test
-58.581,-39.3635,284.28,test
-56.9433,-46.8712,279.32,test
-51.4313,-48.5387,280.98,test
-55.3368,-45.1281,281.1,test
-52.1625,-36.3377,292.78,test
-55.4772,-47.6576,278.97,test
-51.9332,-44.2892,281.78,test
-58.2104,-48.2808,278.72,test
-55.6613,-41.3255,281.19,test
-53.3013,-45.9998,280.32,test
-58.6164,-48.8851,279.35,test
-56.1734,-48.8289,278.29,test
-54.1682,-42.4692,290.22,test
-53.3523,-37.2598,291.85,test
-50.797,-36.5698,292.5,test
-57.7002,-44.9911,281.63,test
-55.7156,-47.72,278.5,test
-48.0075,-41.1228,285.73,test
-56.4365,-43.8182,280.86,test
-59.7685,-48.3028,279.16,test
-51.545,-37.3171,292.38,test
-50.7558,-37.1208,291.92,test
-48.8505,-35.1905,290.07,test
-55.9516,-48.8848,278.82,test
-59.8313,-45.2966,279.95,test
-50.2548,-45.2635,282.64,test
-56.1043,-47.1752,279.66,test
-59.9993,-47.9945,279.22,test
-56.3674,-38.8539,283.61,test
-51.4723,-40.183,291.32,test
-56.6218,-44.4701,280.35,test
-57.7457,-38.6691,284.95,test
-49.4361,-35.8943,292.63,test
-58.4566,-40.1509,283.08,test
-52.7635,-35.1843,290.22,test
-51.1471,-41.6916,282.98,test
-59.055,-45.4899,279,test
-53.1195,-37.9696,291.27,test
-53.2647,-37.0777,292.35,test
-53.6781,-44.3176,281.44,test
-57.1874,-49.152,279.41,test
-51.9957,-48.7096,281.44,test
-48.4075,-35.2386,291.57,test
-58.9785,-46.6212,278.88,test
-54.0154,-49.7058,278.44,test
-52.8658,-46.9007,280.64,test
-53.5718,-38.0997,292.02,test
-54.6806,-45.0962,280.04,test
-50.5949,-43.3529,285.7,test
-54.7818,-49.9268,278.88,test
-58.2066,-48.9846,278.86,test
-57.298,-45.476,280.58,test
-56.1753,-38.8381,283.47,test
-56.9728,-48.6484,278.47,test
-57.3907,-48.1787,278.86,test
-48.6112,-44.2674,283.05,test
-51.3752,-42.4578,282.85,test
-50.1848,-46.0542,281.75,test
-56.7741,-44.7649,281.33,test
-58.9057,-49.6138,278.91,test
-55.6151,-44.1811,285.22,test
-52.3213,-43.9994,281.57,test
-48.5212,-45.9985,282.97,test
-55.9683,-43.4405,284.69,test
-55.4956,-38.0586,283.22,test
-53.1228,-48.6167,278.88,test
-50.203,-37.3123,290.5,test
-59.7487,-45.7022,279.3,test
-55.0064,-46.5534,283.03,test
-57.3183,-49.2683,279.5,test
-49.6646,-37.3198,290.39,test
-50.5938,-46.1363,282.44,test
-54.9173,-49.8425,278.07,test
-58.612,-43.5029,280.29,test
-53.2136,-46.5733,282.03,test
-52.539,-43.3653,286.23,test
-49.1483,-46.3896,283.23,test
-58.982,-49.5674,279.04,test
-53.2969,-45.3177,281.26,test
-51.1021,-37.5381,292.08,test
-59.7189,-49.3608,279.47,test
-57.687,-48.5054,279.5,test
-57.805,-44.4521,281.77,test
-53.8771,-46.2202,282.04,test
-58.4592,-39.3724,284.16,test
-55.069,-39.5677,280.29,test
-55.8955,-48.7025,278.77,test
-58.989,-46.7883,278.58,test
-58.3728,-40.6309,282.67,test
-55.0337,-41.5021,281.22,test
-51.0996,-46.6456,280.88,test
-53.5054,-47.8551,285.23,test
-53.915,-35.4112,289.75,test
-56.8447,-49.5197,278.77,test
-59.2439,-45.5966,278.6,test
-56.7911,-41.1455,280.1,test
-58.937,-43.2849,280.07,test
-50.0661,-36.2686,288.48,test
-53.8775,-37.9196,289.05,test
-48.7496,-37.0936,289.03,test
-53.9902,-38.3424,288.23,test
-57.4132,-38.6808,284.85,test
-53.9777,-47.2508,284.97,test
-59.8999,-41.3865,283.54,test
-48.4085,-37.4263,288.47,test
-56.0058,-44.0955,284.25,test
-59.3774,-38.9344,286,test
-58.4699,-39.6142,283.52,test
-51.0875,-46.8268,280.52,test
-55.4361,-48.4971,278.14,test
-53.3069,-48.2152,285.08,test
-58.9372,-49.7278,279.63,test
-49.2283,-45.8148,282.85,test
-53.2801,-45.2798,280.47,test
-59.6174,-40.5959,283.32,test
-57.192,-38.3237,285.05,test
-58.4715,-45.2638,280.13,test
-54.6178,-37.6606,290.22,test
-57.7837,-41.7272,280.77,test
-49.5029,-46.6927,282.41,test
-54.0319,-37.7532,287.41,test
-54.9719,-41.3479,281.17,test
-53.0991,-36.6428,290.97,test
-49.5468,-35.7395,290.82,test
-55.7504,-44.9007,280.91,test
-49.8991,-35.4226,292.16,test
-53.7222,-36.935,292.03,test
-56.6751,-44.666,281.63,test
-49.5708,-35.1596,291.13,test
-57.8042,-47.7174,278.16,test
-59.2772,-44.8473,279.25,test
-57.6845,-43.9975,281.08,test
-57.6536,-47.9162,278.26,test
-59.2433,-48.4065,279.01,test
-58.5109,-49.2016,278.85,test
-59.4455,-40.473,283.28,test
-52.2894,-45.9822,284.26,test
-59.7783,-42.8331,281.75,test
-53.1739,-44.8448,280.82,test
-55.0439,-49.6616,278.13,test
-58.0806,-49.0203,279.51,test
-57.3475,-48.2713,278.6,test
-55.6652,-46.2804,279.63,test
-59.7338,-49.7643,279.6,test
-55.6547,-40.0672,280.08,test
-53.257,-45.9379,280.63,test
-56.234,-43.684,283.5,test
-59.0165,-49.1531,279.6,test
-53.7605,-40.4715,291.61,test
-48.1851,-44.372,282.47,test
-59.5374,-41.7782,282.42,test
-58.6456,-47.334,278.69,test
-49.2562,-35.7753,292.33,test
-52.1705,-36.371,292.92,test
-49.6771,-37.1102,287.57,test
-59.2511,-47.6277,278.61,test
-55.2356,-44.2115,285.92,test
-54.278,-41.7658,289.39,test
-58.7692,-49.369,279.25,test
-56.0299,-48.4864,278.5,test
-55.342,-47.87,278.26,test
-56.6086,-47.9218,278.25,test
-58.2589,-49.5063,279.58,test
-59.183,-46.9212,278.82,test
-48.2183,-45.9414,283.03,test
-57.9792,-48.7759,279.54,test
-55.3946,-47.9631,278.55,test
-57.0479,-48.7453,278.64,test
-57.3856,-41.9775,279.98,test
-54.6315,-37.4928,289.85,test
-55.0562,-41.077,281.44,test
-54.4136,-49.9101,278.58,test
-49.8132,-37.3285,289.48,test
-55.9712,-41.5041,281.14,test
-56.6211,-43.3634,281,test
-48.1319,-35.1337,289.95,test
-54.8839,-39.1464,281.08,test
-52.7108,-48.7586,279,test
-57.771,-49.0957,279.41,test
-57.4194,-44.2945,281.08,test
-58.2965,-39.924,283.26,test
-51.3744,-35.1805,292.67,test
-54.4976,-43.7909,289.67,test
-55.2799,-47.7333,278.45,test
-57.015,-46.0855,280.29,test
-59.5696,-45.5711,279.27,test
-54.9219,-48.3363,278.44,test
-58.9504,-44.9545,278.97,test
-53.127,-45.2544,281.66,test
-48.4398,-46.1285,282.95,test
-59.758,-44.0826,279.82,test
-58.3671,-47.896,278.19,test
-57.8779,-40.2969,282.22,test
-48.1538,-35.3526,291.76,test
-59.8982,-49.1535,278.98,test
-55.919,-47.2189,279.07,test
-56.2839,-43.9607,280.88,test
-58.9543,-49.9536,279.05,test
-53.8167,-47.3932,285.35,test
-59.5618,-43.8704,279.8,test
-56.8082,-47.2103,278.88,test
-55.6033,-41.255,281.26,test
-51.4803,-37.5358,292.11,test
-50.1822,-48.5736,278.63,test
-56.1638,-49.5339,278.47,test
-56.0054,-49.7375,278.41,test
-59.3407,-45.5704,279.11,test
-56.8446,-40.9606,280.05,test
-53.8476,-45.6617,283,test
-53.6053,-49.9018,278.07,test
-51.2988,-37.4608,292.1,test
-49.4652,-44.6154,284.14,test
-49.2108,-44.4022,283.63,test
-57.3159,-46.6531,280.01,test
-56.204,-38.5194,283.63,test
-59.276,-42.5021,281.83,test
-57.3765,-44.295,280.98,test
-52.1547,-37.6517,291.7,test
-53.36,-35.1795,290.25,test
-56.1151,-44.0104,283.82,test
-59.2235,-43.8249,279.86,test
-55.1832,-46.1163,280.85,test
-54.914,-49.6473,278.61,test
-52.9528,-35.1948,290.48,test
-58.0258,-45.0681,279.85,test
-57.354,-46.0796,280.69,test
-53.4773,-48.2323,283.19,test
-51.2645,-46.7813,280.97,test
-58.8085,-47.1051,278.8,test
-54.2116,-37.5792,289.13,test
-56.3219,-38.7605,283.75,test
